1.0,"[30419, 9806, 20673, 1021, 11433, 32930, 873, 28789, 5833, 496]"
3.0,"[450, 15911, 15699, 30321, 3230, 469, 25781, 137, 43, 2713]"
4.0,"[1569, 526, 811, 2492, 30039, 288, 2213, 19271, 30321, 4663]"
5.0,"[8857, 2948, 28387, 23623, 2829, 2615, 4080, 5883, 182, 696]"
6.0,"[32601, 2966, 23847, 2449, 11813, 23225, 2498, 7230, 150, 9241]"
7.0,"[2044, 121, 9007, 793, 32147, 1251, 6581, 25, 2216, 30845]"
8.0,"[2361, 26335, 19797, 6730, 19783, 8086, 2494, 10502, 25083, 1153]"
11.0,"[6864, 652, 1683, 437, 2752, 7058, 516, 5420, 23317, 31715]"
12.0,"[173, 10824, 28625, 8190, 14075, 28805, 1000, 2167, 372, 28479]"
13.0,"[2691, 10191, 1471, 1887, 15139, 200, 23985, 27387, 1171, 33691]"
14.0,"[343, 29089, 16067, 2025, 3228, 16273, 19291, 1808, 33558, 7745]"
16.0,"[2952, 10629, 2734, 384, 6735, 32281, 2966, 10643, 22961, 13117]"
17.0,"[28223, 11933, 96, 1259, 22499, 34286, 25061, 10213, 405, 33915]"
18.0,"[4811, 6372, 1878, 20651, 25341, 10479, 914, 32015, 4021, 1956]"
19.0,"[4467, 32065, 1081, 634, 1209, 917, 3306, 9737, 25883, 1418]"
20.0,"[3071, 27419, 1618, 34009, 1645, 33964, 989, 12231, 6217, 1413]"
21.0,"[4884, 308, 3468, 2683, 7472, 4199, 4224, 3268, 5525, 282]"
22.0,"[20233, 29739, 29831, 16870, 15927, 940, 19951, 32105, 9773, 913]"
23.0,"[6372, 3256, 32175, 845, 24029, 12191, 13411, 870, 406, 10516]"
24.0,"[6336, 32380, 8503, 5925, 7041, 130, 31736, 2731, 3513, 18841]"
25.0,"[16866, 936, 33605, 2385, 33253, 4744, 6653, 66, 33263, 24469]"
26.0,"[475, 840, 29733, 2416, 7844, 9735, 1453, 19959, 7062, 1747]"
27.0,"[7082, 29163, 3765, 25149, 32380, 17855, 2489, 28215, 30378, 19653]"
28.0,"[9936, 2566, 8426, 1764, 24037, 8068, 94, 31068, 11069, 17549]"
29.0,"[10278, 1250, 32953, 485, 1516, 4879, 1857, 12223, 25117, 1978]"
30.0,"[6773, 23709, 21659, 15005, 30757, 16662, 153, 2951, 4886, 5292]"
31.0,"[33181, 14829, 9760, 170, 24, 11299, 8195, 17933, 825, 5116]"
32.0,"[249, 31289, 5231, 12175, 4997, 20045, 15783, 2707, 21595, 15059]"
33.0,"[3783, 10521, 32998, 24439, 997, 27831, 13629, 2817, 6401, 332]"
34.0,"[1698, 4081, 16782, 464, 1968, 21855, 20031, 4703, 3568, 17080]"
35.0,"[154, 364, 2710, 3202, 4087, 16528, 16005, 18679, 6774, 31173]"
37.0,"[28701, 5530, 1008, 14467, 11759, 2330, 20541, 1241, 6324, 6726]"
38.0,"[9065, 30412, 16518, 1424, 33994, 842, 482, 7711, 3754, 24133]"
39.0,"[4450, 1803, 17074, 6050, 4477, 10732, 1735, 32930, 2214, 4722]"
40.0,"[5, 2518, 28669, 9885, 28921, 16508, 11013, 22627, 31848, 9367]"
