50642.0,"['15379', '22147', '23289', '19221', '1530', '16742']"
50643.0,"['1559', '57', '33', '2904', '467', '1726', '801', '9919', '174', '267']"
50648.0,"['5680', '9253', '16498', '4181', '6547', '9989', '23283', '2167', '18153']"
50649.0,[]
50652.0,"['371', '372']"
50653.0,"['5114', '1535', '2605', '896', '5630', '3588', '431', '901', '905', '5152']"
50654.0,['853']
50655.0,[]
50656.0,"['16918', '16498', '10030', '2001', '889', '14227', '30276', '23273', '12365', '6547']"
50657.0,"['59', '6547', '5630', '9253', '4382', '5680', '1210', '2904', '5114', '13601']"
50658.0,"['249', '121', '532']"
50659.0,"['1575', '205', '226', '11757', '2025', '269', '121', '8074', '1818']"
50661.0,"['10408', '11241', '430', '28497', '22145', '10379', '7674', '30503', '11757', '5300']"
50662.0,"['8407', '79', '6023', '8277', '226', '13663']"
50663.0,"['1313', '527', '20', '3588', '813']"
50665.0,"['30', '530', '59', '2025', '202', '431', '861', '2236', '740']"
50666.0,"['371', '3588', '874', '232', '372', '532', '1239', '528', '1117', '107']"
50668.0,"['9989', '5681', '2236', '8129', '205']"
50669.0,"['8424', '11617', '8841', '9989', '355', '5114', '3712', '6347', '1840', '9919']"
50670.0,"['790', '2251', '32', '205', '44', '1818']"
50671.0,"['8630', '226', '14345', '18679', '18247', '15451', '1575']"
50672.0,"['853', '1943', '934', '199']"
50673.0,"['5681', '6746', '2034', '585', '1210', '6547', '2966', '2904', '849', '227']"
50674.0,"['9367', '269', '19815', '8086', '13161', '121', '11757', '356', '1195', '5958']"
50675.0,"['597', '585', '512', '572', '164', '7711', '9756']"
50676.0,"['205', '164', '2904', '3784', '2001', '430', '2759', '2418', '317', '1519']"
50677.0,"['1519', '1689', '227', '237']"
50678.0,"['181', '617', '268', '522', '400', '790', '226', '190', '109', '165']"
50680.0,"['431', '199', '1118', '2961', '1119', '1117']"
50681.0,"['3958', '119', '2104', '2993', '6201', '6512', '4224', '8675', '6324', '355']"
50682.0,"['985', '6', '430', '2904', '1575', '2001', '986', '2581', '534', '270']"
50683.0,[]
50684.0,"['451', '450', '452', '9919', '1562', '61', '1222', '177', '3457', '4898']"
50685.0,"['1889', '467', '71', '166', '121', '45', '430', '317', '73', '849']"
50686.0,"['467', '245', '1', '166', '205']"
50687.0,"['71', '376', '6746', '2889', '5114', '1689', '2904', '2025', '4155', '7059']"
50688.0,"['59', '2889', '1535', '1575', '223', '20', '121', '5300', '249', '2904']"
50690.0,"['1119', '528', '2904', '1575', '552', '5114', '2847', '813', '223']"
50691.0,"['2236', '59', '431', '433', '205', '134', '120', '164', '578', '227']"
